idx,class,conversation_sr
2977,협박 대화,형씨 오늘까지 돈 주기로 했잖아 아 그게 뭐하는거야? 약속 안지키는 거 아니지? 아니 내부 하루만 뒤로 미룰 수 없을까요.? 자기야 우리 오늘까지 안주면 어떻게 하기로 했지? 장기 그래!! 그러니까 좋은 말로 자아 할때 가져와라 춘추 정말 하루뒤 전면 나이 면 가져올 형상 수 있어요 하루만 정말 나 화나게 할꺼야? 지금 당장이라도 세상 장기 하나하나 다 떼줘? 아니아닙니다.어떻게든 구해서 발단 오늘 정가 안으로 드릴게요
2978,기타 괴롭힘 대화,아 진짜 이 할아버지 보호자는 왜 안 찾아오는거야 이 할아버지는 먹고 조세 싸기 바쁘네 아휴 냄새 진짜 할아버지! 아무것도 하지마시고 그냥 잠만 주무세요 얌전하게 그게 무슨 ! 버르장머리 없이 기적 말 좀 주기성 귓바퀴 이쁘게하세요 ! 이러니까 자식들 어버이 숙면 이 버리지 성격이 그렇게 무식하신데 자식들이 뭐가 좋다고 품성 찾아오겠어요 이. 이득 이것이! 저니까 돈 벌려고 하는짓이지 저 같아도 할버지같은 성격가진 부모면 진작에 버렸어요
2979,직장 내 괴롭힘 대화,대리님 이런식으로 일처리 하실거에요? 네? 제가 이런식으로 하지 말라했잖아요 왜 무슨일이야? 대리님이 일처리를 제대로 못해서 알려드리고 있습니다 아이대리가 일처리를 못하긴하지 잘 배워둬 인정받고 싶으면 좀 잘해봐 죄송합니다. 죄송? 죄송하면다야? 지금 너 때문에 우리 마디 실적 떨어지는거 안보여? 죄송합니다.
2980,직장 내 괴롭힘 대화,수장님. 혹시 오늘만 반차쓰면 안되겠습니다. 왜? 어디 아파? 몸살이 심하게 난가같아서 병원에좀 가려고 합니다. 어 그래 빨리 들어가봐. 네 감사합니다. 자네 어디가나? 네 김대리님 저 몸살이나서 반차써서 집에 가려합니다 아니 나한테는 말도 안하고 뭐하자는거야! 수장님께 말씀드렸습니다 우선 나한테 말을 했어야지!!! 죄송합니다! 회사가 돌아가겠어 진짜. 아주 개판이야 진짜로.
2981,갈취 대화,저기 윤대리 그 연필 꽂이에 있는 펜 내 거 아니야? 아닌데요. 이거 제가 산 펜 사나이 이에요 뭔 소리야. 거기 펜에 써 있는 이니셜 내 뱃속에 있는 만년필 아이 태명 이니셜로 남편이 백금 해준건데 그게 너거야? 아니 제가 아는 사람이랑 이니셜이 똑같을수도 있죠. 지금 지출 저 의심하는겁니까 대 ? 어.? 윤대리 생식기 그 책상위에 있는 선풍기 내 거 아니야 책 .? 와 알고보니 윤 남성 대리 도벽있어? 왜 이래 왜 남들물건 훔치고 다녀? 제가 언제 그랬다고 그래요 혐의 . 아 진짜 어이없네. 증빙 뭐 증거 있으세요? 이런 사소한 영지 걸로 사람 몰아가지 마세요 청구권 . 아니 그게 임 아니고 그 선풍기 계란 외국에서 40만원 내고 기념품으로 사온거야. 그게 윤대리한테 있을 일이 없잖아. 근데 뭐 어쩌라고요. 잃어버린 사람 잘못이지. 제가 잘못이라는 겁 선 니까? 임 이윤 빨리 돌려줘. 그거 기념일 맞아서 만든거야. 의미있는거라고 어디있나 했네. 원래 지금 까지 제가 쓰던거니 소유권 주장하시려면 2만원 내고 가져가세요. 아니 동정 원래 내물건인데 왜 내가 2만원 내가면서 가져와야 해? 원래 소유권은 쓰던 사람한테 순리 있는거니까요. 가져가기 싫으면 마세요. 걸이 내가 아드님 진짜 더러워서. 2만원 줄게 빨리 내놔. 도둑새끼네 완전.
2982,기타 괴롭힘 대화,왁!! 아 놀랐어 재밌지 아니 재미없는데 진짜 놀랐어 하지마.정색알겠어 근데 재미있는데 .만 재미없는거아니야하면 나는 겁이 많아서 갑자기 놀라는거재밌지안좋아해 조심해줘 야 친구가 장난좀 친것가지고 왜이렇게 아해 아 장난도 장난 나름이지그렇게정말 놀랐단말이야 야나도 너때문 급 재미없다 옆같이 꽉막힌게 내 친구라니. 어휴 너에만 있어도 답답해서 숨막힌다 나중에 너 결혼? 그런 성격때문에 신랑한테 대차게에이혼당하는거아니야? 무슨 말을 해너
2983,기타 괴롭힘 대화,야 비켜 미안해 . 또 미안하다는말 애인 앵무새냐 풍설 그 말 밖에 몰라? 그리고 살짝 쳤는데 넘어지긴 맥아리 없네 못 먹어서 그런가 ? 아 맞다 사택 너희 집 가난하지 수놈 ? 아.아냐 ! 뭐가 아니야 가난하잖아 젖소 너희 부모 너 버리고 도망가서 할머니랑 산다는 소문있는데 아니야!!
2984,협박 대화,야 너 자폐라며 하는 짓이 얼마나 웃기던지 내 어딨어! 내동생! 어디있기는 여기 나가는 중이지 그만해 너 진짜 무사할 것 같아?지금 너 나 협박하는거니 너 동생 목숨은 내손에 달렸는데원하는게 뭐그렇지 그렇게 나와야지 내가 원하는건 너도 알고 있을텐데? 뭐지.? 설마! 아니 그것만은! 안해주면 너 동생 내 죽여버릴거야 아니 그것만은!
2985,기타 괴롭힘 대화,내 어려운 부탁하는 것도 아니잖아.하고 오빠 그래도 나도 사회생활이 해야해.그래서 폰에 남자에번호 지우면 사회들생활 못해? 핑계 대지 마. 핑계가 아니고 오빠밖에 없어. 이 남자 은 그냥지금친구고 라고. 너한테 나 말고가남자 친구나 선배가 왜 필요한데? 과제도 해야 연락 일도 있잖아. 과제는 나랑 해. 과대 같은 건 때려 치고. 정말 지친다. 오빠는 너무 의심을 심해. 니가 진작 거짓말 안하고선배학과 잘 됐으면 나도 이러지 않지. 그건 미안하다고 했잖아. 헤어지잔 거야? 알았어.난지울게. 지우면 되잖아.
2986,협박 대화,방조 자네가 내가 옆 페이퍼 마을 김씨할머니랑 그렇고 그런사이라고 소문냈는가? 무슨소리인가 자네가 저번에 우리 친분 둘이 같이 가축 있는거 보고 지나갔잖아 그건 그냥 우연히 스쳐지나간거네 자네가 뭐라고 씨부렸는지 모르겠지만 나랑 우리 할망구 사이가 아주 난처해졌어 조모 나는 망치 모르는 일일세 남의집 가정 파탄내고 자네만 두 실패 다리 뻗고 계제 잘생각하지 말게 아는 진짜 아닐세 열받아서 확 다 조져버리고 싶네 그 얄미운 면상도 언사 아스팔트에 문대버리기전에 입다물세 나는 진짜 아닐세 오해말게
2987,직장 내 괴롭힘 대화,야.고졸! 네 부르셨습니까. 일로와봐. 너 부장졸도 아니고 .라면서.?야 이거 뭐 개천에 네 나왔네검정고시 네 뭐 할 줄 맡기고 건 있냐? 회의 자료나 준비해 줘. 네.아는바로 하겠습니다. 아니다 아니다. 이건 다른 인턴한테 너는 커피나 좀 타줘. 용. 알겠습니다. 너무 주눅들지는 마 회사생활이 뭐 하루아침에 고되나 네. 커피 바로 타 오겠습니다.
2988,협박 대화,엄마가 이러면 ? 엄마는 할만큼 했어 가 몇인데 이러니 엄마잖어 그럼 자식한테 해줄수도 있지 엄만 해줄만큼때문했어돼내가 돈 에 나쁜길 가도 된다는거야수습 이제 니인생 니꺼도와줘 엄마도 살아야지 나 진짜로죽여 없음 죽어 야 니 사고 더은이상나이?할수 없어 아빠랑 얘기 다 됐어 이 돈 안주면 다 이돈버릴거야! 뭐? 어떻게 그럴 수가 있니
2989,협박 대화,야이자식너 학교에서 시험뭐이따위로 점수받아와 죄송해요아빠 너 배에 물좀차봐야겠네 골프채로 뒤지게 맞아야되겠니 죄송해요 너 중간고사 친거 성적표가져와봐 용서해주세요 이놈자식이 계속죄송하다면다냐 나쁜게 대가리를 터트려버려야겠어 아빠죄송해요 머리가나쁘면공부를 더 열심히해야할거아냐 잘못아빠
2990,기타 괴롭힘 대화,얘들아. 이 년 몰골좀 봐. 야. 너 좀 씻고다녀. 우웩 너희가 나한테 걸레물 뿌린 거잖아! 다 알어! 우리는 여기 화장 고치러 온 건데? 우리가 있는 곳 납부 에 너가 온거고 맞아. 너 갑자기 왜 젖어있니? 우리가 한 거 제정신 아닌데? 더러우니까 빨리 좀 꺼져줄래. 너네 두고봐. 이 병신년이. 도대체 나한테 왜이러는거야? 내가 너 빛 납입 네한테 뭐 잘못한거라도 있어? 그냥 너가 대 당할 때 표정이 너무 재밌어서? 그게 납입 이유라고. 난. 그냥 싹 나 꺼지라니까
2991,기타 괴롭힘 대화,아 따라하지 말라고! 따라하지 말 동강 라고 아 따라하지 말라고 목소리 존나 웃겨 과즙 언어 . 야 소리 야 이거 봐라 동강 . 우리 반 저능아 흉내. 우헤헤 . 아니야 아니라고. 아니야 아니라고 아니긴 뭐가 아니야 이 저능아 놈아! 지능이 딸리면 좀 집에서만 박혀있던가 왜 굳이 기어 나와서 귀찮게 주택 구냐. 그래도 우린 괴롭힐 놈 기 하나 생겨서 재밌긴 하지만. 어 그거 인정 . 제발 그만 해.
2992,갈취 대화,우리 영리 범생이 돈 얼마 있어? 없어 매가 그럼 돈 나오면 10원에 한대씩? 타 야 천재 뒤져 재 하지마 오호 필통에 숨겨놨네 내놔 내 돈이야 난 깡패가 아니라 때리진 않아 대신 내일 10배로 가지고와 그럼 용서해줄게 무슨 용서 극지 야 돈 없다고 거짓말했잖아 너네 정말 최악이야
2993,직장 내 괴롭힘 대화,과장님 혼자 하신 거된다니까축하드려요! 허허.고맙네. 자네 오늘 우리 집들이 오는 ? 네! 당연하죠! 선물도 딱 준비해두었습니다. 이사 빈손으로 와도 부담스러운굳이 을 사고 그랬나.집아닙니다. 저번에 과장님께서도 저 집들이 때 주셨는데 선물은 아닙니다! 그래그래. 아 그래서 말인데 우리 와이프가 애들이랑 친정을 가서 오늘랑집들이가 7시퇴근? 혹시 자네는 퇴근하고 같이 가줄.수 있나? 네?어.거지어떤어려운일 때문에. 알겠습니다이 엉망이라 말야. 내가 아이고 그걸 치 울 수가 없지 않나. 아.그렇지만 제는 . 뭐 거 아니니 그렇게 알고 있겠네 있다선물잖아 하고 주차장에서 봅세. 네. 나.
2994,협박 대화,이번 일은 너가 책임좀 지어 줘야겠다. 에도 제가 맡고 경찰서도 갔다 않았습니까. 그래서. 싫다는거야?좀 힘들것 같습니다. 저도 답게 좀 살아보고 싶습니다. 그래도 낫지 않겠어? 예 사장 잘하겠습니다. 니가 책임 져 주는 잘하는거야 이번 은 . 부탁한다 예
2995,협박 대화,한번더 기회를 줄까? 제가 뭘 잘못했나요 어쭈? 네? 잘생각해봐. 일분내 생각하지않으면 칼로 찌르겠다 죄송합니다. 한번만 살려주세요닥쳐 제 식구들 봐서라도. 넌 용서 돼 잘못했어요
2996,직장 내 괴롭힘 대화,아!!!!! 하냐 김사원!!! 죄송합니다. 씨발 지금 뭐하는짓이야 못봤어요 아니 지금 끓는물을 붓는건뭐냐고 야.지금뭐하는거야 청소안하고 미끄러지면 어쩌려구네 빨리못네 죄송합니다 여기가 무슨 놀이터야 장난그만하라고
2997,직장 내 괴롭힘 대화,대리 이걸 작업이라고 해 온 건가 네? 아주 엉망이야. 초등학생도 이거보다 잘하겠어죄송합니다. 멍청한 것들은 뽑으면 안돼. 인사팀은 어쩌다 이런걸 뽑았어? 죄송합니다 자네 부모님도 자네가 이렇게 멍청한 거 아시나? 죄송합니다 자네는 죄송하다는 말밖에 못하나? 가서 제대로 다시 해 와 네.알겠습니다.
2998,갈취 대화,하늘아 흙덩이 우리 쇼핑갈래? 어?? 쇼핑? 대학생 웅 내가 애들이랑 쇼핑가는데 너 껴줄게 고마워 고맙긴 근데 너는 우리랑 같이 놀려면 작업반 제한 그런게 득 내야돼 그런거라니? 무리에 어울리까 무리세같은거 어때? 한 5만원 얻 만 어?? 학생이 오만원이 어딨어? 주기싫으면 말아 근데 그거알아? 우리 다음주에 수학여행가는데 너 혼자 다닐거야?제주도까지가서 구설 ? 아.알겠어
2999,갈취 대화,야 이강민 어떻게야됐어? 미안. 야 미쳤지 에어팟 하나 사주는게 그렇게 어려워. 이번달 사오면 다 줬잖아 한 번만 안될까? 내 ?봐주면 그게알빠 너 내일까지 안 사오면 두고봐 알겠으니까제발 승우야 다음달에는 사줄수동생있어 닥쳐 니네 엄마 지갑이라도 털어서 사와라 안 용돈 니 너처럼 만들줄 알아 알겠어 사올게 제발 동생은 건들지마 꺼져 응. 제발 동생은 건들지말아줘
3000,기타 괴롭힘 대화,넌 왜 이렇게 몸에 털원칙 많아? 원칙거.? 유전이야. 아 너희 부모님도 털원칙 많아? 어.어 꼭 원숭이같다 야. 너가 그래서 지능원칙 좀 낮은거구나 지금 뭐라고했어? 아니 맞잖아 원숭이랑 닮았으니까 진화도 덜 된거고 그럼 지능도 그렇겠지 나 원숭이 같지도 않고 지능도 낮지 않거든! 뭐래 찐따가 그만해.제발
3001,직장 내 괴롭힘 대화,이 간호사 어제 채혈 다하고 산소도 측정도 다 해놓고 퇴근한거니? 아 죄송합니다. 다 마무리를 못했어요. 뭐? 내가 어제 이거 다 친절하게 알려줬잖아 선배님 말씀이 너무 빠르고 잘 이해가 안됐어요 죄송합니다 내가 길게 말해봤자 다 직접 해봐야 아는거지 누가 말로만 배우니? 나도 다 그렇게 배웠어 너도 그렇게 배워나가야 되지 않겠니? 죄송해요 선배님. 너 그렇게 해서 환자 한명도 케어하겠니? 뭘 눈을 그렇게 똑바로 쳐다봐 어제 하던일이나 마무리해 네 선배님 똑바로 할게요 어제 너 그리고 정시에 바로 퇴근했더라? 나이는 너같은 초짜일 때 말이야 34시간 더 배우려고 퇴근도 못하고 그랬는데 말이야.? 아. 제가 몰랐어요 새겨들을게요.
3002,갈취 대화,당신 와이프 제발 하고만 이야기 나눠주세요 깔끔하게 지장 찍어 갑자기 그러시면 어떡해요 그럼 그냥 니 와이프는 다신 못 보는거지 다른 요구를 해주세요 이 가게는 안됩니다 그럼 돈으로 5천만원 시간을 좀 더 주세요 와이프 다신 보기 싫구나? 어떻게든 구해올게요
3003,직장 내 괴롭힘 대화,신입 내가 7시까지 오라고 안했어? 그렇지만 과장가지 맞습니다까지가 근무 시작인데요 너이 님고 나때는 6시 까지 왔어 제가 먼 곳에서 자취 해서빠져그렇게 일찍 버스 시간이 애매해서요 그럼 더 일찍지켜보겠어일어나면 될 거 아냐 빠져 가지고 죄송합니다 내가 다 너 잘되라고 하는 일이지 시정? 네 8시 죄송합니다 내일 부터 를 일찍 와서 업무 배워오려면네 아냐하겠습니다
3004,직장 내 괴롭힘 대화,김 대리 남친 있어? 네. 와 남친 잘생겼겠네 남친이 잘유해 줘? 그게 왜 궁금하시죠? 왜 궁금해할 수도 있지 불쾌하니까 물어보지 말아 주세요. 야 나 너 상사야. 팀원 사생활 아는 것도 업무의 일환이거든. . 남친이랑 며칠 됐어? . 야 사람이 물었으면 말을 해야지!
3005,직장 내 괴롭힘 대화,김대리 이거밖에 못해? 죄송합니다 후배들 하는걸 봐죄송합니다. 고치겠습니다. 너 하나때문에 내가 얼마나 고생 알아? . 말을 그거밖에 못해? 정신나갔니? 아닙니다. 제대로 좀 해봐. 왜 살아 죄송합니다. 이딴식으로 할거면 때려쳐 정말 죄송합니다.
3006,협박 대화,야 내가 너 조심라고 했지 내가 뭘 내가 알지 너가 알겠냐 그때 말했잖아 뭔 소리야 한번만 더 해봐 내가 너 그냐오 죽여버릴 거니까 하. 두고봐 응.
3007,직장 내 괴롭힘 대화,이번주에 뭐하나 김사원 아 딱히 부족하다하네은 없어서 집에서 쉬려고합니다 아에잘됐네 네? 이번주말같이 우리 삼촌이 가평에은갈비집을 그래도 이 별일 참? 그게?왜 저랑 . 자네 젊었을때 갈비집에서 알바했다고 면접볼때 그런게 생각나서칼오랜만 적성도 살리고 갈비도 먹고 없다고도 쐬고 좋지 않은가 아 그건 좀 힘들것같습니다 별일 바람 하지 않았어? 네. 여는데 좀 네 요새손젊은 사람들 정이 없어 정이 그렇지 죄송합니다. 앞으로 정없이 에 나도 자네에게 대할세
3008,협박 대화,여보세요 나네 아니 자네가 웬일인가! 내가 지금 자네 딸을 데리고있네 어째서 둘이 따님 같이 있는건가? 몰라서 묻나? 따님 대하 자네 덕분 백금 에 우리집에 풍비박산이 났어 그건 내 반제 처녀 잘못이 아니네 애초에 자네가 그렇게 조작하지만 않았어도 다 필요없네 내가 저승길 가는데 외롭지 않게 자네 딸도 벌 지원 같이 가겠네 왜그러나 우리딸은 죄가 없네 이제 곧 죽게생겼는데 죄가 무슨소용이란가 제발 차라리 나한테 해코지를 백금 하게 딸은 내버려두게 딸 생사가 궁금할까 전화로 알려준 것뿐이지 내맘은 변함없네 끊겟네
3009,갈취 대화,조용히 해. 소리 지르면 죽는다. 누.누구.세요엎드려 왜 이러세요. 닥치고 당장 뒤로 ? 돌아서. 가만히 묶여있으면 되는거야집.자.이제 네 집에 값진 물건들을 다 가져갈거야. 불만 없지? 왜 이러시는겁니까. 좋아. 생각보다 쓸만한 것들이 많군 숨겨놓은 거 있으면 뭐 없어요해 숨겨놓은거 없습니다.그것저희.에 아무것도이제말. 여기 있는 금고는 당장야?! 이 새끼 거짓말치네 당장 비밀번호 불어! 만은 안됩니다!! 뭐? 너 죽고싶어!
3010,기타 괴롭힘 대화,엇 기사양반 나 여기서 여기는 정류장 아닙니다 얼른 내가나이 걷기가 힘들어서먹어서그래 갓길서 내려줘 그렇게 되지 가서 내려드릴게요 그럼 내가 어떻게 여기까지 다시 걸어와!! . 그래도 안돼요 사고나요 어르신 자네가 나 업고내려줘걸어올거야? 아니 내려주라고! 하.죄송합니다 막무가내로 나오셔도 안돼요 왜안돼! 잠깐 여기에 세우면 조금드러눕는다 어! 죄송합니다 가서 내려드릴게요 나 여기서 !!!!!!!!!!!!!!!!!!!!
3011,갈취 대화,야 나 와봐 저요? 그래 너 무슨?일 인가요? 가 돈내이돈필요 한대 아니야봐 왜 저한테 그러세요 그래 좀 줘봐 이리 제정신 좀줘 돈이 없습니다 돈 있을거 같은데 아님 그 가방이라도 줘봐 이거 낡은 겁니다
3012,직장 내 괴롭힘 대화,스우파 봤어? 네네 완전 꺄르륵 저 완전 빠졌잖아요!! 무슨 대화중이길래 이렇게 재밌게 얘기 하세요? 아갑자기 배가 아프네 화장실 가야겠다 아 맞다 박대리 부장님이 부르셨잖아 빨리 가봐야지 아 맞다 빨리가요!! 아 일어나시게요? 저도 같이가요!! 님 방금 전 스우파 얘기 ? 저도 그거 엄청 좋아해요!! 유사원! 회사가 놀이터야? 그리고 가 자기 친구야? 뭔 예능프로 얘기를 해.죄송합니다 방금 말씀 같길래. 그리고 뭐야? 우리 하는 얘기 엿들은 거야? 되게 기분 나쁘네 원 예의가 좀 없네.눈치는 더 없고 그러게 말이야 일을 못하면 눈치라도 좀 있던가!! 죄송합니다.
3013,기타 괴롭힘 대화,야 너 수급자라며? 그런데 .왜? 어쩐지 어디서 구린내가 나더라니 무슨소리야 내가 더럽다구? 너네 동네두 더럽구 너네 집두 더럽잖아 아니야 니가 봤어? 그걸 꼭 봐야아니? 아니야 그건 니 편견이고 오해야 거지들이 꼭 지는 거지가 아니라고 하드라 너 왜그렇게 못됐니? 그렇게 말하는 니가 나쁜거야
3014,직장 내 괴롭힘 대화,여러운 맛있는 식사 되세요. 팀장님도 맛있게 드세요. 그래. 김대리도 맛있게 먹어요. 네 근데 라사원은 밥이 들어가나? 네.? 입사하지가 언젠데 아직도 일처리가 엉망확인 거래처에서 안좋은 말이 나오고 있는건 아나? 죄송합니다. 죄송한게 아니고 제대로 하세요. 천천히 밥 먹을 시간에 업무나 꼼꼼히 확인하시고요. 네
3015,협박 대화,저기요 뭐 거에요 부딪치고 사과도 안하고 이 새끼가 너 까지 나를 무시하냐 널 때려 죄송해요 다시는 안 그럴게요 를 안 때릴것 ?! 각오해 저기요! 그만 하세요 여자한테 너무 심한거 아니에요?!! 이 야 여자라고 모든걸 다 봐줘야 하냐 너도 똑같애! 아 쳤냐 이 미친놈 너 죽고 나 죽자 이 새끼야
3016,협박 대화,우리 헤어지면 나 버릴 거야 진짜 나 죽는 꼴 보고 ? 죽어봐 그럼 죽지도 못하면서 죽지도 못해 기다려 너 죽 나도 죽을거니깐 미친 소리 그만하고 연락하지마 미친 소리? 너 그 원룸 그대로 지 찾아오지마 경찰 신고할거니깐 오에 다죽여버릴테니깐 상관없어 미친 새끼 지금 바로 협박 신고한다
3017,기타 괴롭힘 대화,이거 서류좀 공증해달라고 아 죄송합니다. 규정상 구비 서류 없어서 해드릴 수가 없어요. 뭐라고? 내가 알? 화가나셨다면 죄송합니다. 해드릴수가 없는 부분이라 제가 좀 곤란합니다. 너말고 니 위에 누구야? 제 위에 상사님 말씀을 드리겠지만 이것은 해드리기가 좀 어려운 부분입니다. 넌 니 위에 불러오라고 말씀이 지나치시네요 뭐라고? 손님이 인거 ? 네 . 잠시만 기다려주세요.
3018,갈취 대화,야 너 일로 와봐봐 네? 저요?? 응 너말이야 거기 너말고 또 누가 있냐? 아 넵. 너 길동고등학교 철수 동생이지? 넵 저희 형을 아세요? 길동 졸라 친하지 그래서 말인데 너 가방 좀 줘봐봐 가방은 왜요? 형이 잠깐 울 예쁜 동생 공부 열심히 하나 가방 좀 보려고 하는데 왜요? 버릇없게? 에잇!! 아얏! 머리는 왜 때려요 여기있어요 오 너 핸드폰 좋은거다? 오 지갑에 신사임당이 몇개야?? 대박 와 이새끼네 국물 좀 사나보네 개꿀 이제 주세요 저 학원가야해요 알았어 공부 열심히 해야지 형들이 돈이랑 폰은 잠깐 좀 빌릴게 네? 안돼요 폰은 얼마전에 시험 3등해서 받은거고 돈은 학원비예요 이 새끼야 우리 니형 친구라고 잠깐 좀 빌릴게!! 니형 친구면 우리도 친구야 새끼야
3019,직장 내 괴롭힘 대화,이봐요 씨 이리 좀안와보세요.죄송합니다네! 님!! 아니 씨 눈치가 없어 앞출근했으면 과장님이나 부장님 커피도 한잔 내려드리고 ?님들 커피한잔씩 드시라고 구는게님막내의선배예의 아냐?? 네? 아니 씨 지금 눈 동그랗게 뜨고 뭐하는거야? 아는죄송합니다. 뭐 지금 내가 사회생활 가르쳐주는데 기분 상하다는거야게 아닙니다 선배님!!!선배아니 근데 반응을 왜 그따위로 해? 해서 선배하고는이랑 과장님이랑 부장 커피좀출근드리라는? 그렇게 아니꼬웠어? 아니면 내가 우스워?? 절대 아닙니다 선배님 진짜 말을 하니까 눈치도야없고 생각해서 알려주니까 태도들. 으로 지켜볼거야 행동 똑바로해.
3020,직장 내 괴롭힘 대화,오늘 저녁에 수법 뭐해? 저녁이나 같이 할까? 저 도리 오늘 몸이 않좋아서 어려울 것 같아요. 재 어디가 아파? 그냥 컨디션이 안좋아요. 어디가 아픈 건 아니네. 술 한잔 하면 좋아질거야. 술 먹으면 더 안좋아질 것 같아요. 아냐 날 . 소주에 비타민 기 타 화주 먹으면 좋아져 절 . 오늘 이익 은 쉬면 안될거야 진짜 이럴거야. 인사평가 시즌인데 이래도 돼냐? 알아서 해.
3021,직장 내 괴롭힘 대화,김선생님 이따 저녁에 뭐하세요? 아무 일정 없습니다. 원장선생님. 그래요? 잘됐다. 그럼 김선생이 남아서 일좀 하면 되겠네 네? 무슨일이길래.? 별건 아니고 나 단물받아야 하는데 그것 좀 대신 좀 해줘요. 네? 그걸 제가 어떻게. 온라인이라 괜찮아 부탁할게 김선생 아. 죄송합니다. 원장선생님. 그건 좀 아닌 것 같아요 김선생 내가 예쁘게 봐줬더니 이정도는 해야지 아. 그래도 이건 아닌 것 같습니다. 죄송합니다.
3022,직장 내 괴롭힘 대화,어제 드셨죠? 네! 너무 맛있었어요! 덕분에! 네 먹었습니다. 길동님. 기분 안 좋은 있으세요? 아니요. 그런거 없습니다. 전 그럼 일 네. 단도직입적으로 하나만 . 네? 무슨. 저희 아버지가 회장이라 자격지심 느껴서 저한테 대하는 가 그런거죠? 기분 탓이십니다.맞는데요 . 불만 있으면 말로해요 기분 나쁘게 행동으로 드러내지말고.
3023,협박 대화,잘지내보인다 가 여기 있는거 어떻게 알았어요? 네가 숨겨둔 아이 어디있는줄 알아 제발. 제발 그 아이만은 안. 아아 너 하는 거 봐서. 원하는게 뭐예요. 원하는게 뭐 나한테 늘 먹던거 . 약속해줄수 있어요 글쎄 니 하는거 보고 아이가 꽤 귀엽더라? 아이 가지고 이러는거 않나요? 아니 . 한테 아직 받아야 할게 많아 .구할테니깐 기다려주세요.
3024,협박 대화,이쯤에서 포기 하시죠 까지여기 오는데 얼마나 공을 들였는데 그럴 수 없다 들은 그쪽만 들인게 아니에요. 우리도 돈 많이 들었어요 이놈공아 차라리중하날 죽여라 쪽 목숨은생각별 가치가 없어요. 그거만그넘겨요 그것은 내 생명보다 다. 그럴 없다수그러면 아저씨 아들보다 중한가요 이 나쁜 놈들아. 안 된다 이도 안되고 저도 안되면 우린하냐구요어떻게 알았다 . 할 시간을 좀 다오
3025,직장 내 괴롭힘 대화,저 자식 식판에 밥 푸는 거 봐라. 무식한 거 봐. 옛날에 태어났으면 딱 머슴할 놈이라니까. 뭐야? 저 자식 여기로 오는 거야? 아 씨 밥 맛 떨어지게. 맛있게 드세요. 뭐. 먹었어?좀 남았는데 그만 먹고 나가자. 누구처럼 일도 더럽게 못 하면서 밥이나 축내는 사람처럼 보이겠다. 회사에 그런 법 있었으면 좋겠다. 일 못 밥도 못 먹게 그런 거. 근데 그런 놈은 눈치가 그런 법이 있어도 무식하게 엄청 퍼서 먹을걸.. 앞에서 지 욕하는데도 눈치가 없어서 지 얘기 아닌 줄 알거야.
3026,직장 내 괴롭힘 대화,오늘 회식 마음 껏 먹어 네 횟집이니까 시키지 아 ??는 오징어회??먹겠습니다 오징어?이니까자네웃으라고 오징어인데 무슨 오징어를 시켜?뭐네아니 가서 오징어랑 친구 먹고오든가 수족관에 있더라고 네에저 농담인데 왜 이렇게 눈을 동그랗게떠?? 네. 재미없어?가
3027,갈취 대화,너 그 포켓몬 카드 좋네 글치 그거 나주라 나도 아끼는거야 주라고 아빠가 사주신거란말이야 그 카드 한도 이 카드랑 바꾸자 턱 그럼 싫다고 그건 고리 허접해 한대 맞고 줄래 그냥 줄래 알았어
3028,협박 대화,나는 네가 지난 여름에 한 조업을 알고 있다. 거짓말 치지 마세요. 너의 남자친구는 너를 믿은 만큼 친구도 믿었지. 정말 알고 계신건가요? 둘이 연락도 없던 그날에 대해 남자친구에게 메세지를 보낸다면 어떻게 될까? 원하시는게 뭔가요? 이더리움 5개. 시간 끌면 더 올린다. 그걸 어떻게 준비해요 당장 가져와 알겠습니다
3029,갈취 대화,시은아 나 학원비 아니잖아하는데 5만원달라주면 안돼?이 왜돼 나 진짜 돈없어 . 나도 진짜 그 없어서 그래 . 너 비상금 있지 않아? 돈 돈은 진짜 쓰면 안 그냥 만 는거 아니잖아 갚겠다고 너 돈 없는 거 내야. 안되는거야 이렇게 찌질하게 굴어? 알겠어. 한번에 알겠다고 하면 얼마나 좋아 . 앞으로 잘하자 진짜 마지막이야
3030,기타 괴롭힘 대화,여기 의복 이빨 점장 좀 불러주세요 무슨일이시죠? 여기서 옷을 근간 샀는데 옷이 터져 있잖아요 환불해주세요 죄송합니다. 영수증 좀 보여주시겠어요? 법 빨리 좀 해주세요 그냥 고객님 영수증이 없으시면 환불이 어려울 거 같습니다. 그럼 찢어진 옷을 그냥 입으라는거야? 아닙니다. 영수증을 가져오시면 교환 바로 해드릴게요 환불해줄 도서 때까지 여기서 안나 귓바퀴 가 ! 이득 고객님 죄송합니다.
3031,기타 괴롭힘 대화,야 아프냐? 하지마 아파 해지매애 애패 크크크크 야 득 이번엔 이걸로 그어보자 플러스 올 재미있겠는데 크크 야 붙잡아 하지마 재미없어 이윤 무서워 뭐가 무서워 내가 칼로 문신 만들어줄께 멋있을거야 칼빵 어때? 어디다 그어줄까? 오른쪽? 왼쪽? 애꾸눈 어때? 애인 싫어 이거 놔줘 싫으면 어떻게 할건데? 왜? 도망이라도 가게?
